id,label,gender,profession,ideology_binary,ideology_multiclass,tweet
42837,@user318,female,journalist,right,moderate_right,"Usar al Rey como un monigote, esconderle para no incomodar al separatismo y sacarle a pasear cuando la opinión pública carga contra el Gobierno por su falta de transparencia. Dónde se ha visto que un Jefe de Estado incomode a una parte de ese Estado y el Ejecutivo lo consienta..."
30516,@user134,male,politician,right,right,"El catalanismo invita a Arrimadas a presentar una candidatura común en las autonómicas. Ciudadanos acabará junto al [POLITICAL_PARTY] ([POLITICAL_PARTY]). Primero fue el [POLITICAL_PARTY] y [POLITICAL_PARTY], ahora Ciudadanos. Los catalanes una vez más, víctimas de otra traición. Siempre tendrán a [POLITICAL_PARTY]."
43570,@user432,female,politician,left,moderate_left,Pérdida irreparable para la familia socialista y para el conjunto de españa . No hay palabras para agradecer la vida de este hombre excepcional que se dedicó en cuerpo y alma a servir a nuestro país . Hoy te lloramos pero estarás con nosotros SIEMPRE.
10317,@user311,male,journalist,left,moderate_left,"De #Valencia a #Madrid , dos formas de gestionar la #pandemia : dos olas en vez de cuatro, una de las menores incidencias hoy y la mitad de aumento del paro en 2020. (Pero sigue la matraca del ‘milagro’ madrileño). Por @user ."
33589,@user114,female,politician,left,left,"Resumen de la comparecencia de Cospedal:. -No hubo Caja B del [POLITICAL_PARTY], digan lo que digan los jueces. -Al que diga que la hubo le meto una querella"
37808,@user259,male,politician,right,moderate_right,Historia y curiosidades del Congreso de los Diputados a través de @user. Mi última colaboración para Muy Historia y Muy Interesante
30958,@user423,male,politician,left,left,"Si el Gobierno persiste en las medidas que está proponiendo a espaldas del Pacto de Toledo, estará perdiendo una oportunidad histórica para revertir el empobrecimiento, la desigualdad y la injusta pérdida de derechos que vienen sufriendo los y las pensionistas. #PentsioDuinak ✊"
30298,@user122,male,journalist,right,right,"Este pedazo tío q tengo junto a mi es Tonejo Rodriguez y se rompió la espalda. Se quedó en silla d ruedas y aún así ganó 4 campeonatos de España d motos d agua y ha sido subcampeón del mundo. Y me dice q su diferencia con el resto no era la silla, sino q ellos corren y el vuela."
981,@user129,male,politician,right,moderate_right,"El embajador de España en Afganistán fue cesado por el Gobierno de Sánchez el pasado 5 de agosto. . A pesar de ello, Gabriel Ferrán Carrión se niega a abandonar Kabul hasta que no hayan sido evacuados todos los españoles. 🇪🇸 Dignidad y sentido de Estado."
5836,@user275,female,politician,right,moderate_right,"Españoles de Cataluña, catalanes de España: . Gracias. El [POLITICAL_PARTY] vuelve a ser el referente del constitucionalismo en Cataluña, por delante de [POLITICAL_PARTY] y [POLITICAL_PARTY]. Hemos doblado representación, con una subida en votos del 43%. . Ahora toca forjar la reagrupación: Cataluña Suma y España Suma."
10829,@user347,male,politician,left,left,"Después de haber despotricando contra el estado de alarma, ahora que se termina, exigen su mantenimiento o piden un plan B para limitar la movilidad. Ya existe plan B en las leyes de salud pública y de cohesión, y para limitar derechos fundamentales está el estado de alarma."
26807,@user455,female,politician,left,moderate_left,"El asesinato a otra una mujer en Ses Salines, Mallorca, nos vuelve a golpear a toda una sociedad que seguirá luchando para erradicar este terrorismo machista. La #ViolenciaDeGénero es una emergencia en nuestro país para que ninguna mujer maltratada se sienta sola nunca [#POLITICAL_PARTY]"
28914,@user7,female,politician,right,moderate_right,"Este es el efecto y la diferencia de no pasar de Fase 0 a 1. Algo que no pasa de Fase 2 a 3. Siempre pedimos flexibilizar las fases, como estamos haciendo en la actualidad. Se debe conjugar precaución con economía. Las cosas no son solo en blanco o negro."
3088,@user290,male,politician,left,left,"¡¡Compañerxs que van en misión de observación electoral, amparadxs por derecho internacional, a realizar una labor fundamental en cualquier elección democrática; tratadxs como crimínales y señaladxs por el fascismo en sus lugares de descanso!! INTOLERABLE"
47046,@user106,male,politician,right,moderate_right,"La paella no es un ‘tópico’, es una joya de nuestra cultura democrática y un orgullo. Q Valencia sea conocida por la paella no implica que no podamos poner en valor la ciencia. [POLITICAL_PARTY] y Compromís, una vez más tirando por tierra lo nuestro."
10863,@user350,male,journalist,right,right,"Zp hablando de credibilidad y negando las advertencias de la Unión Europea y la OMS. Es un negacionista , el amigo del chavismo. Sabéis ?. creo q tendrá q responder ante los tribunales pero lo de hoy. Es tan vergonzos!!! @user"
40165,@user367,female,politician,left,moderate_left,Toma de posesión de Aina Calvo como Directora de la @user . La importancia para España de las políticas de Cooperación son sentidas por este Gobierno como expresión de la voluntad de la sociedad española @user @user
35208,@user97,female,politician,left,moderate_left,🔴 #EnDirecto El Pleno celebra la Sesión de Control al Gobierno y debate sobre las enmiendas del Senado al Proyecto de Ley de medidas procesales y organizativas para hacer frente al COVID–19 en el ámbito de la Administración de Justicia. @user
49121,@user295,male,politician,left,moderate_left,"La crispación política del Congreso no es más que la antesala de la próxima moción de censura de [POLITICAL_PARTY]. El [POLITICAL_PARTY] se acerca cada día más a la extrema derecha de Abascal y sus ultras. Una pena, la inmensa mayoría de los españoles rechazan este espectáculo, rechazan posturas extremas."
38333,@user311,male,journalist,left,moderate_left,"Ojo a esto que cuenta @user: el último consejo de gobierno ordinario de #Ayuso de 2020 aprobó el #pago de 11,6 millones al gigante de la sanidad #privatizada, y admite que aún quedan más de 700 millones pendientes de abonar a concesionarios por atrasos."
13959,@user179,male,politician,left,moderate_left,"Incomprensible que Telecinco de eco a Jesus Candel. Una persona condenada por la justicia por calumnias, injurias y falta de respeto a los demás. Inaceptable"
39104,@user6,female,politician,right,moderate_right,🔴Les parece normal que en lo que llaman “Plan de vacunación” no haya criterio sobre si del total de las dosis distribuidas a CCAA se ha de hacer reserva para una 2ª dosis a los 21 días o bien se vacune de una primera dosis a un mayor número de personas? Pues eso...sin palabras
33986,@user340,male,politician,right,right,Lo que ha quedado claro es:. 👉Un [POLITICAL_PARTY] que necesitaba negociar por supervivencia. 👉Un [POLITICAL_PARTY] que esquivó hablar y tan solo pensaba en si mismos. . 👉A @user que ha querido negociar por respeto a sus ideas y votantes. Incorporen ahora en uno de ellos la palabra honestidad.
11558,@user84,male,journalist,right,right,"@user @user No es grave que un pelota en el franquismo siga siendo un pelota hoy. Antonio Casado no está solo. Véase a Fernando Ónega, un pringue en la Guardia de Franco como con Sánchez. Lo grave es que pretenda destruir a los jueces por voluntad popular que sería el poder. Eso es criminal."
4271,@user87,male,journalist,left,moderate_left,"Sr @user ,dos cosinas, sin entrar en contenido. 1-La TV extremeña no montó un debate.Lo realiza cada semana sobre los temas de actualidad con todos los partidos. 2-Pedir permiso para usar imágenes de otras teles haría que nos conociéramos mejor y nos ahorraría apreciaciones 😉"
29414,@user87,male,journalist,left,moderate_left,@user @user @user Totalmente de acuerdo!! 🙌🏼
19174,@user13,female,journalist,left,left,"""La primera noticia tras el abrazo de Pedro Sánchez y Pablo Iglesias ha sido la caída de la bolsa. La robustez del mercado de valores, que no tiembla ante la desigualdad social o el auge de la extrema derecha, muestra señales de queja"". @user"
9247,@user146,male,politician,left,left,"Aquí la intervención completa, donde hablo de las virtudes de la colaboración público-privada, pero que no me convence para ampliar un hospital público. Porque no es a coste cero, es un coste que van a pagar durante 40 años trabajadores y familias"
14063,@user215,male,journalist,right,right,Es como con el gigante y el cabezudo ¿Quién es el gigante?Pedro Sánchez ¿Quienes son los cabezudos? Los cata nazis. #federico #fjls
21690,@user218,male,politician,left,left,Lo que preocupa a Toni Roldán no es el “giro a la derecha” de C’s. Ellos ya son bastante de derechas y tan neoliberales como [POLITICAL_PARTY]. Lo que realmente desasosiega al pobre Toni es que la posición de Rivera abra la puerta a un gobierno de coalición con [POLITICAL_PARTY]
9870,@user215,male,journalist,right,right,"Es muy grave el auto que revela la destitución de Pérez de los Cobos perpetrada por Marlaska, antes Grande, ahora minúscula larva al servicio del separatismo más repugnante."
36081,@user194,female,politician,left,moderate_left,"Hoy se ha ido un buen hombre, un buen socialista. Mi amigo, mi familia Pepe Basto. Hace unos días tuve la suerte de poder hablar con el por videollamada desde el hospital. . Nunca te olvidaré Pepe. . Un abrazo fuerte a su familia y a la militancia de Casariche."
26970,@user334,female,politician,right,right,"Yo creo que se ha pensado que lo de “jo tía” y demás frases de ese nivel eran del discurso de la grandísima @user, cuando lo que hacía era citar a la Ministra. Ergo según Palomera, la que no tendría nivel para estar en el Congreso es la autora de “jo tía”."
14216,@user189,male,journalist,left,moderate_left,Los días pares Pablo Iglesias no pinta nada en el Gobierno. Los días impares manda más que Pedro Sánchez. Hay un nuevo tipo de crónica en España que podríamos bautizar como la crónica del desasosiego. . Hay que orientarse puesto que vienen semanas espesas. Todavía más espesas.
10823,@user258,male,politician,left,moderate_left,@user @user @user @user @user @user @user ¿En serio me estás diciendo que es el [POLITICAL_PARTY] el que os defiende? Que frágil es la memoria. ¿Quieres que te diga lo que hubiera hecho el [POLITICAL_PARTY] si estuviera gobernando? No se hubiera prorrogado y no estaríais en ERTE. ¿Se os ha olvidado la crisis anterior?
29740,@user329,female,politician,left,left,"Año tras año, muchas decenas de niños y niñas se quedan fuera de las listas de escolarización en Ceuta y Melilla, porque desde hace décadas tienen vetado su acceso a la educación. La Administración no les facilita su inscripción en el padrón, pese a vivir allí toda su vida."
8477,@user371,male,politician,right,moderate_right,"La mentira como forma de entender la política. El Gobierno niega cambios en el MIR… y la Generalitat asegura que sí está en la agenda. . Si Darias dice la verdad, que disuelva de inmediato el grupo de trabajo para negociar el traspaso y aporte el acta de la reunión."
31155,@user422,female,politician,left,left,"Si algo ha visibilizado @user es la relación entre salud, hábitos sociales y economía. . ➡️Para vencer debemos UNIR esfuerzos porque o nos salvamos todos o nuestro futuro estará ligado para siempre a este virus. 🌎Este es un reto de toda la humanidad."
5002,@user9,female,politician,right,moderate_right,"Muy orgullosa siempre de mi compañera y amiga @user, hoy sublime. Merece la pena defender a tantos miembros d @user que durante años entregaron muchas horas de su vida x el bien general. Dañar a todos por unos pocos y para tapar las miserias del Gobierno es lamentable"
24446,@user84,male,journalist,right,right,"El País y Abc con sus colaboradoras rojas en Perú no informan sobre lo que es la creación de un gobierno dirigido por el comunista Cerrón, es decir por el régimen criminal de Cuba, y cuajado de terroristas. Sendero Luminoso al poder y ¿Abimael Guzman pronto a la calle?"
48193,@user390,male,politician,right,moderate_right,"Entrevista en radio Realejos, repasando mi recorrido por las diferentes administraciones y mis inicios en Radio Realejos. Gracias a los grandes profesionales que hay en este medio."
75,@user117,male,politician,left,moderate_left,"La pandemia ha sido muy dañina. Para proteger la economía y el empleo el Gobierno ha puesto en marcha un escudo social. Los ERTE, las líneas ICO, las prestaciones por cese de actividad o el Ingreso Mínimo Vital son ejemplo de ello. Lo ha explicado @user en el #PlenoSenado"
18773,@user134,male,politician,right,right,"""STOP [POLITICAL_PARTY]"" enseñaba esta diputada de [POLITICAL_PARTY] en El Congreso, hoy. Se olvida que dentro de poco tendrá a un grupo de diputados en el parlamento de Cataluña llamándoles malversadores, golpistas y negligentes por su gestión de la Covid-19 que, a parte de muertes, traerá miseria y paro."
48482,@user455,female,politician,left,moderate_left,Más de la mitad de las mujeres asesinadas en España lo son por violencia de género a manos de sus parejas o exparejas. Una de las causas más frecuentes por las que las mujeres acaban siendo asesinadas en España. #ViolenciaDeGenero #ViolenciaMachista
20856,@user120,male,politician,left,left,La democracia puesta a prueba en América Latina. En Quito pedimos al @user q no permita q sondeos sesgados de la derecha condicionen el conteo oficial. Hay q escrutar cada voto y hacer respetar la voluntad popular. Es la única forma d tener un resultado final incuestionable
4347,@user262,male,politician,right,right,"Me va a permitir mandarle a paseo por el insulto. No me van a callar unas cuantas cuentas Pperas ofendiditas. Si no quieren que les conteste,no me hablen. Contesto a todo tipo de gente, muy alejada de mis ideas , en todo tipo de tonos. Así que puerta o a jugar sin lloriqueos."
12807,@user105,male,politician,left,moderate_left,"La importancia de la ciencia. . 40 años de la erradicación de una de las enfermedades que más muertes causó a lo largo de miles de años. . No se puede olvidar la importancia de la primera vacuna, que debemos a Jenner, ni la Expedición Balmis y el papel de los niños en su difusión."
48724,@user336,male,politician,right,moderate_right,"No es cierto, @user vuelve a mentir mientras el sector del transporte está desprotegido sin las mascarillas prometidas, no puede en muchos casos hacer uso de los aseos y de la restauración en las estaciones de servicio y se le obliga a hacer la carga y descarga. #ÁbalosFake"
45196,@user294,female,politician,right,moderate_right,Hoy estuvimos en la concentración que organizó la AECC en Pontevedra para apoyar a las mujeres que sufren cáncer de mama. Un acto necesario. Por todas las que han luchado y las que lucharán. No estáis solas #ContigoDamosLaCara #SumateAlRosa
33500,@user51,male,politician,left,moderate_left,"@user @user @user @user @user @user @user @user @user @user @user @user Más vale un silencio prudente que meter la pata todos los días. Cuando en vez de ayudar buscáis culpables ante catástrofes no solo demostráis como sois, sino la hipocresía que os rodea. En Madrid llegó la nevada 24 horas más tarde ¿es ejemplo Ayuso? Allí la UME está bien, mal?"
37272,@user332,male,politician,right,right,"Escribe una señora que a España le queda grande ciudadanos. Qué desatino. Pero calma. . Ellos son más de los Estados Progres de Europa. Allí [POLITICAL_PARTY] y [POLITICAL_PARTY] les dan la manita en su objetivo de destruir la Nación; nuestra tradición, libertades, empresas y empleos. Mucho por hacer."
14540,@user284,male,politician,left,left,"Más allá de las razones de equiparación salarial con las policías autonómicas del País Vasco y Cataluña, la policía, TODA, es la primera que tiene que dar ejemplo en el cumplimiento de las leyes. Romper el cordón de seguridad policial del Congreso por policías es muy grave."
9401,@user46,female,politician,left,moderate_left,"Así es, esto no va de predecir el pasado, si fuera así... recuerdo que. ⚫️ Echániz siendo consejero de sanidad con Cospedal en #CLM despidió a 3.500 profesionales sanitarios. ⚫️ Quiso cerrar las urgencias en zonas rurales. 😰 Imagínensele de Ministro de Sanidad. @user @user"
46927,@user96,female,politician,right,moderate_right,Jóvenes con vocación política y que creen en la política @user : el futuro de la política democrática contra el populismo
115,@user259,male,politician,right,moderate_right,"Probablemente a nadie le suene su cara. Pero seguramente a todo el mundo le suene la canción “La fiesta de Blas” (1974) de Fórmula V. Y mi amigo es Blas, el que inspiró la canción hace 45 años. Una magnífica persona y un referente en aquellos años. Y en estos."
3210,@user60,male,politician,left,moderate_left,La🌹 . no buscaba la aurora: . Casi eterna en su ramo . buscaba otra cosa. . La🌹 . no buscaba ni ciencia ni sombra: . Confín de carne y sueño . buscaba otra cosa. . La🌹 . no buscaba la🌹: . Inmóvil por el cielo . ¡buscaba otra cosa!. #GarcíaLorca Casida de la🌹 -Diván del Tamarit.
23453,@user189,male,journalist,left,moderate_left,"La historia del espionaje ruso en Italia es apasionante. El agregado militar que reclutó a un capitán de fragata del Estado Mayor italiano con acceso a información OTAN, organizó el convoy ruso de ayuda médica a Italia y mantenía excelentes contactos con el entorno de Salvini."
41798,@user226,female,politician,right,moderate_right,"@user @user Le agradezco q trate al menos d buscar explicación, y sí, es obvio q no todo el exceso d mortalidad se debe a COVID. Pero d verdad usted se cree a pies juntillas q ese exceso (q supera el cincuenta por ciento) se debe a cardiopatías/similares? Con una pandemia en plena expansión?"
4268,@user106,male,politician,right,moderate_right,"Hoy comparece Luis Bárcenas en la comisión de Kitchen donde partidos como [POLITICAL_PARTY], Podemos y el [POLITICAL_PARTY] han venido a dar lecciones a la buena gente del [POLITICAL_PARTY] cuyos militantes se merecen un homenaje por su compromiso en los tiempos más difíciles. Esto es el resumen de lo q he dicho."
13786,@user30,female,politician,left,moderate_left,"Pd: saludos de la chica que ocupó esos 10 días la habitación 309 cama 2! (si ves una gaviota, se llama Cocó) 🕊❤. Pd2: suele aparecer entre las 11:30 y las 14hs 😍"
24846,@user175,female,politician,left,moderate_left,"Mi más sentido pésame a la familia de Alfredo Pérez Rubalcaba y a l@s socialist@s. Una gran persona, un gran político y un gran compañero."
29561,@user411,male,politician,left,moderate_left,"Vamos a votar tras el primer día de debate en la Comisión de Presupuestos del @user. Queda miércoles, jueves y el lunes al Pleno. La aprobación de los #PGE2021 , necesarios para combatir la pandemia e impulsar la economía... avanza🌹"
40215,@user186,female,politician,right,moderate_right,"Quisimos poner soluciones a la #ViolenciaDeGenero y tu partido se marchó de la mesa y no votó a favor. Cuando llega la hora de la verdad os vais vergonzosamente. @user fue el único que presentó una propuesta para castigar a las “manadas”, por ejemplo. Si no sabes, infórmate"
43517,@user316,male,politician,left,moderate_left,"#40 años desde q salimos a la calle a pedir: ¡no queremos ser más que nadie, pero tampoco menos!. #40aniversario4D #andalucianuestroorgullo"
20308,@user381,male,politician,left,left,"El 12 de octubre, día de la fiesta patria española, se ha convertido en una fecha reivindicativa para el movimiento antirracista. . Lo cuento hoy en @user ✍️. #12OctubreNadaQueCelebrar"
39976,@user439,female,politician,left,left,"No ha muerto, la han asesinado. . No era un hombre, sino una mujer. . Una mujer trans que ha sufrido intolerancia y discriminación durante toda su vida. Que puede ser víctima de un delito de odio y machista. . Y que es humillada por titulares como este incluso muerta. . Respeto."
499,@user96,female,politician,right,moderate_right,"Si el [POLITICAL_PARTY] exige la dimisión de Cifuentes por mentir, cuándo echará a su alcaldesa de Córdoba por lo mismo?"
40861,@user71,male,journalist,left,left,"Gente cabreada con la llegada de la vacuna. Que si la pegatina, que si Sánchez e Iglesias a prisión... Cuando pase el tiempo la historia pondrá en su sitio a quienes arrimaron el hombro en las malas y a quienes aprovecharon una pandemia para hacer una campaña política."
18203,@user304,male,journalist,right,moderate_right,"Festival de hipocresía feminista en laSexta: ""Pitamos a Villacís y es lo menos, podía haberle caído un contenedor. A esta no le gustan que le digan piropos por la calle pero sí linchar a las mujeres que no piensan como ella."
48197,@user317,female,politician,left,moderate_left,"La educación es el eje del cambio, del cambio colectivo. La sociedad necesita el talento de tod@s: @user #RefrescantIdees"
46628,@user306,male,politician,right,moderate_right,"Granada es solidaria y quiere a las fuerzas y cuerpos de seguridad del Estado y, en concreto a la @user. . La carrera Ruta091 ‘Corriendo sin etiquetas’ será a favor de la asociación granadina Homo Sapiens y su importante labor por las personas con distintas capacidades."
31254,@user298,male,politician,right,moderate_right,Merkel va a dar explicaciones a los grupos parlamentarios y el Secretario de Estado Blinken las está dando ya en CNN. Esto es lo que diferencia las democracias de Alemania y EEUU del sanchismo. El presidente en La Mareta y el ministro Albares en la hamaca playera.
2177,@user31,male,politician,right,moderate_right,"Garante de nuestra libertad,derechos y obligaciones,garante de los mejores años de nuestra historia,FELIZ DÍA DE LA CONSTITUCIÓN!!!!"
48709,@user37,male,politician,left,moderate_left,"En Política, hay dos caminos: asumir tu responsabilidad y tomar decisiones o culpar a los demás de todo lo que sucede. Yo, lo he demostrado, prefiero la primera. Otros y otras prefieren la segunda: la culpa de Soros, Bill Gates, Moncloa, de El País, el Papa y... ¡de Asturias!"
49884,@user390,male,politician,right,moderate_right,La prohibición de las rebajas dificulta al comercio dar salida al 'stock' acumulado. Que sentido tiene que se prohiba los descuentos en pequeños comercios con aforos limitados para evitar aglomeración. Los disparates de este gobierno supone la ruina del comercio. #SanchezDimision
46513,@user39,female,politician,left,moderate_left,He hablado con la Canciller 🇧🇴 @user le he transmitido nuestro pesar por las víctimas del trágico accidente de avioneta en #Bolivia y le he agradecido la ayuda de su gobierno para el traslado de los restos de los fallecidos a 🇪🇸. @user @user @user
16079,@user441,male,journalist,left,left,"El Constitucional planea ahora reactivar la sentencia del aborto. 11 años después. ¿Quién es el encargado de redactar la ponencia de la sentencia? Andrés Ollero, diputado 17 años del [POLITICAL_PARTY], miembro del TC a propuesta del Gob. Rajoy y antiabortista declarado. Blanco y en botella."
15443,@user409,male,politician,left,left,"Los establishments neoliberales del país todavía no se han dado cuenta de que para salir de la crisis es urgente crear empleo público en los sectores vitales de la sociedad, como son la sanidad y los muy olvidados servicios de ayuda a las familias."
23723,@user148,female,politician,left,left,"Matteoti dijo lo q sucedía cuando cómplices, tibios y conniventes con la violencia fascista dejan solos a los q se atrevían a levantar la voz ""No está lejos el momento en el q los q se atreven a plantar cara al fascismo se cansen d poner la cara por ti.”"
38741,@user283,female,politician,right,right,@user @user @user @user @user El problema es que la ley exige para recurrir ante el TC agotar las vías previas. En el caso de los ciudadanos exige ir a la vía contencioso administrativa (4 años de media). En el caso de estos acuerdos del Congreso los diputados podemos ir directos ante el TC.
19582,@user167,male,politician,left,moderate_left,"Un artículo para @user que nació del recuerdo de “Trieste”, una obra de Dasa Drndic y de un programa de ética y DD.HH aprobado por el Gobierno Vasco."
4632,@user44,female,politician,left,left,"El domingo en Andalucía y hoy en Navarra vemos lo mismo: un reducto machista que se revuelve ante una sociedad de derechos. El feminismo es un movimiento de avance que no va a frenar ningún machote, sean jueces o escisiones del [POLITICAL_PARTY] comandadas por enchufados de Esperanza Aguirre"
5607,@user166,female,politician,right,moderate_right,Con la que está cayendo y el ministerio de Irene Montero se va a dedicar a estudiar el machismo de los algoritmos. Hay mejor prueba de que sobran? Esta es su manera de entender los presupuestos públicos. Nos llevan a la ruina y al rescate @user #ActivemosEspaña
39392,@user349,male,politician,right,moderate_right,"Voy a proponer que el Congreso Nacional se celebre los días 20 y 21 de julio, ofreceremos pronto certidumbre y seguridad a España y a nuestra gente. Haremos las cosas bien y os pido que apoyéis con lealtad a quien libremente elijamos."
25968,@user393,male,politician,right,right,"Reflexión:. No se pueden ni imaginar el orgullo que siento estar entre los 52 de @user , además de los valores y principios que defendemos, lo que se vive en este equipo de @user en su trabajo interno como grupo los 52, ni se lo imaginan, no pasa en ningún grupo."
33514,@user206,female,journalist,left,moderate_left,"Díaz Ayuso, en El Mundo: “[POLITICAL_PARTY] no propone nada que no haya visto antes en el [POLITICAL_PARTY]”. Martínez Almeida, en ABC: “No me identifico con [POLITICAL_PARTY]”. El [POLITICAL_PARTY], qué lío."
2191,@user130,male,politician,right,moderate_right,"Hoy se cumplen 365 días desde que @user es presidente de @user. Un año de compromiso, #1AñoDeIlusión y de arduo trabajo para mostrarles a los españoles que el [POLITICAL_PARTY] es el único partido capaz de regenerar el futuro de una España en libertad, unida y de oportunidades."
43119,@user12,female,politician,right,right,"El gesto de Zapatero de no levantarse en el desfile al paso de la bandera americana tuvo como consecuencia el apagado de SITEL, clave en la lucha contra ETA. Espero que la política exterior de Sánchez no tenga las mismas nefastas consecuencias en la lucha anti yihadista."
38875,@user287,female,politician,left,moderate_left,"Decreto ley 5/2020 de 25 de febrero, por el que se adoptan determinadas medidas urgentes en materia de agricultura y alimentacion. DIGNIDAD PARA EL SECTOR PRIMARIO."
47284,@user196,female,politician,left,moderate_left,Me presento al Senado para llevar la voz de Bizkaia
9473,@user126,male,journalist,left,left,"Esto lo tenenos en el Parlamento, eh."
32719,@user309,female,politician,left,left,"Estoy por la desaparición del delito de sedición y la libertad de los presos políticos. Es la expresión de la fuerza de los grupos catalanes en los que Sánchez se apoya. La pregunta ahora sería, ¿qué gana Andalucía por l@s diputad@s andaluces que apoyan al gobierno? [#POLITICAL_PARTY]"
43152,@user215,male,journalist,right,right,@user @user @user “El bando de la alegría” dice. Es que más fatuo y cursi no se puede ser. No sois ni el chicle mascado pegado en la suela de la bota de Anguita. Qué poquita cosa sois.
5440,@user108,male,journalist,left,left,"Consecuencias no de la decisión de aplazar las elecciones, sino de suspenderlas, zas, vía un decreto chungo: la primera, la judialización pretendida y el caos buscado, la segunda, sanitaria. Gran hilo de @user"
9171,@user47,male,politician,right,moderate_right,🅿️🅿️ Reunión de trabajo de los números 1 al Congreso con nuestro Secretario General @user !!!. 🗳Preparados para ganar por Cantabria 🇵🇱 y por España!!!. #GarantíaParaEspañaSiempre 🇪🇸. [#POLITICAL_PARTY] @user
45943,@user398,female,journalist,right,moderate_right,"Igual si Mariano Rajoy y la dirección del [POLITICAL_PARTY] hubieran pedido la dimision a Cristina Cifuentes de forma clara y sincera, se habrían ahorrado este espectáculo vomitivo de la destrucción de la dignidad de una persona. Los ciudadanos ya saben hasta qué abismo puede llegar la política"
32184,@user180,male,journalist,right,moderate_right,Folk en Los Molinos...
14507,@user105,male,politician,left,moderate_left,"¡Feliz día de las #MujeresRurales! El papel y el trabajo de las mujeres en el medio rural es fundamental. En este video, el @user trata de dar visibilidad a través de varias historias a las #MujeresRurales"
791,@user206,female,journalist,left,moderate_left,"En política, a la hora de elegir responsables para puestos de partido, prima la lealtad por encima de la competencia. Este puesto es para el mío y aquí pon al mío. Pereza máxima."
36442,@user294,female,politician,right,moderate_right,En fin... no todo vale en política y mentir siempre tiene las patas muy cortas!
9245,@user145,female,politician,left,left,Hoy [POLITICAL_PARTY] nos ha llamado enfermos con las palabras de la foto. ¿Qué son los “marxistas deseos”?. ¿Qué enfermedad tenemos las concejalas de Más Madrid?. ¿De qué apetito sexual sobre su hijo habla?. ¿No creéis que además de un estar lleno de odio tiene un gran cacao mental? 👇🏾
24620,@user274,female,politician,right,moderate_right,Sánchez intenta minimizar su desastrosa gestión del #COVIDー19 ocultando una vez más a las víctimas. No acude al funeral en la Almudena y sus comisarios políticos: #RosaMaríaMateo y. @user decretan la NO retransmisión del funeral. #RTVEManipulación
1422,@user460,female,politician,left,left,"Por justicia. Porque queremos una educación infantil pública, laica, gratuita y de calidad. Porque sólo respetando a los trabajadores y trabajadoras la conseguiremos. ¡No a los mercadeos de la privada! ¡El próximo 21 de mayo estamos en huelga!"
7334,@user404,male,journalist,left,moderate_left,"Illa no concibe que haya padres que lleven a clase niños enfermos. Le pasa lo mismo que ayer a Almeida con lo de confinar a barrios pobres. No entiende que hay padres que, por la mala fe de algunos empleadores, se arriesgan a perder el trabajo si faltan por cuidar a sus hijos"
11092,@user294,female,politician,right,moderate_right,Mucho ánimo!
24642,@user460,female,politician,left,left,"Pues hoy ha sido un gran día para asistir presencialmente al Congreso. El IMV ha sido aprobado, y así un avance histórico. Pero no sólo eso, porque también el antifascismo ha sido protagonista. ¡Fuera medallas a franquistas! ¡Más memoria y dignidad! ❤️💛💜"
6887,@user237,male,journalist,right,moderate_right,"Que se lo miren. Ellos fueron los del 1+1+1. Los de quitar votos al [POLITICAL_PARTY] para nada. RT: [POLITICAL_PARTY]: Monasterio cree que poner a Iceta en el Senado denota que el [POLITICAL_PARTY] ""ha dejado de ser español"""
1475,@user92,female,journalist,left,left,"Hoy escribo sobre la juventud española. ¿Qué piensan? ¿A qué se dedican? ¿Cómo se sienten? . Datos y un ejemplo de la falta de respaldo a nuestros jóvenes. . Juventud, divino tesoro"
4921,@user271,male,politician,left,left,"Ya que las señorías, de distinto signo, se han puesto tiernas con eso de la navidad yo he preferido desearle lo mejor a toda la gente que lucha en las calles por vidas dignas y con derechos."
17041,@user130,male,politician,right,moderate_right,"Sánchez e Iglesias son el dúo Pimpinela del verano. Tras el bochornoso teatro negociador que han dado, España continúa sin rumbo. La desconfianza, que siempre existió entre ellos, se extiende a la economía y al empleo. Los dos buscan lo mismo: ser protagonistas de esta parálisis."
25643,@user314,male,politician,right,moderate_right,"Baéna, el teniente coronel de la guardia civil, uno de los responsables de la policía política, que enmascarado en el pérfil Tácito se dedicaba a emitir opiniones políticas y zaherir como un troll, ahora es invitado por @user como conferenciante."
2104,@user309,female,politician,left,left,A Podemos no le gustamos por tener opinión propia y voluntad de construir un partido de obediencia andaluza. [POLITICAL_PARTY] quiere gobernar con el [POLITICAL_PARTY] de los EREs y quedarse de camino con la pasta de 17 diputados aunque sean 6. A Susana no le bailamos el agua. Y la derecha nos odia.
44779,@user244,female,journalist,left,moderate_left,@user Y con el tiempo perdido en el aeropuerto que hago?? Os lo facturo a vosotros @user ?? Porque vosotros habeis facturado el billete con un horario estipulado.
31497,@user122,male,journalist,right,right,Dios mio que calor!! Os dejo un video para que pa refresqueis sobre una noticia que comentaremos mañana en la radio: en Delaware (USA) está prohibido pescar tiburones así que este chico se fue para el animal para quitarle el anzuelo que tenía en la boca! y que par de narices!!!
4225,@user264,female,politician,right,moderate_right,Hoy a las 14 hr acababa el plazo. . Una oportunidad perdida. . #PaisVascoSuma
